book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
7064,108385,108385,3019372,37,843958448,9780843958450.0,Christine Feehan,2000.0,Dark Gold (Dark #3),"Dark Gold (Dark, #3)",eng,4.16,19210,20961,562,193,888,3795,6555,9530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7072,13227319,13227319,18841564,15,1401235638,9781401235640.0,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012.0,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood",eng,3.87,15698,16945,921,622,1095,3896,5589,5743,https://images.gr-assets.com/books/1336978265m/13227319.jpg,https://images.gr-assets.com/books/1336978265s/13227319.jpg
7081,519933,519933,1003876,48,688163653,9780688163660.0,Diana Wynne Jones,1988.0,The Lives of Christopher Chant,"The Lives of Christopher Chant (Chrestomanci, #2)",,4.22,17117,18344,428,147,400,2924,6625,8248,https://images.gr-assets.com/books/1356549015m/519933.jpg,https://images.gr-assets.com/books/1356549015s/519933.jpg
7082,382450,382450,2564105,63,553383051,9780553383060.0,George R.R. Martin,1982.0,Fevre Dream,Fevre Dream,eng,3.85,12708,16199,1561,224,906,4083,6919,4067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7092,103035,103035,530471,45,743417321,9780743417330.0,Clive Barker,1988.0,Cabal,Cabal,en-US,3.92,13557,15140,374,189,698,3823,5780,4650,https://images.gr-assets.com/books/1405259936m/103035.jpg,https://images.gr-assets.com/books/1405259936s/103035.jpg
7097,22428828,22428828,41849150,15,,,"Cassandra Clare, Sarah Rees Brennan",2015.0,,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",eng,4.1,17740,18575,1993,271,600,3507,6749,7448,https://images.gr-assets.com/books/1423801226m/22428828.jpg,https://images.gr-assets.com/books/1423801226s/22428828.jpg
7101,17333171,17333171,24064353,16,042527067X,9780425270680.0,Ilona Andrews,2015.0,Magic Shifts,"Magic Shifts (Kate Daniels, #8)",eng,4.47,16363,20829,1808,41,156,1727,6946,11959,https://images.gr-assets.com/books/1414091260m/17333171.jpg,https://images.gr-assets.com/books/1414091260s/17333171.jpg
7112,3122173,3122173,3153516,20,312947062,9780312947060.0,Sherrilyn Kenyon,2008.0,One Silent Night,One Silent Night (Dark-Hunter #15),eng,4.13,21869,23318,750,183,994,4558,7546,10037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7116,295834,295834,581426,30,810993236,9780810993240.0,"Michael Buckley, Peter Ferguson",2005.0,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)",en-US,4.22,17793,18509,853,131,446,3074,6344,8514,https://images.gr-assets.com/books/1276514128m/295834.jpg,https://images.gr-assets.com/books/1276514128s/295834.jpg
7121,11806716,11806716,13465100,25,1841499005,9781841499000.0,Mira Grant,2012.0,Blackout,"Blackout (Newsflesh Trilogy, #3)",eng,4.11,14819,16807,1621,234,712,2803,6256,6802,https://images.gr-assets.com/books/1317680509m/11806716.jpg,https://images.gr-assets.com/books/1317680509s/11806716.jpg
7132,8315872,8315872,13165093,36,399157034,9780399157040.0,"J.D. Robb, Nora Roberts",2011.0,Treachery in Death,"Treachery in Death (In Death, #32)",en-US,4.43,17289,19938,1093,52,202,2023,6550,11111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7134,13070346,13070346,18236513,10,,,Quinn Loftis,2011.0,Blood Rites ,"Blood Rites (The Grey Wolves, #2)",eng,4.41,16421,18435,851,169,399,2032,4853,10982,https://images.gr-assets.com/books/1321501581m/13070346.jpg,https://images.gr-assets.com/books/1321501581s/13070346.jpg
7143,62571,62571,3354329,37,765357054,9780765357050.0,F. Paul Wilson,1981.0,The Keep ,"The Keep (Adversary Cycle, #1)",en-US,3.98,13211,14610,531,219,721,3306,5180,5184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7150,762064,762064,1899207,50,425178579,9780425178580.0,"J.D. Robb, Nora Roberts",2001.0,Betrayal in Death,"Betrayal in Death (In Death, #12)",eng,4.31,19215,21430,594,45,238,2908,8085,10154,https://images.gr-assets.com/books/1388255545m/762064.jpg,https://images.gr-assets.com/books/1388255545s/762064.jpg
7157,12677913,12677913,16766265,31,1402798431,9781402798440.0,Colleen Houck,2012.0,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",eng,4.41,18503,19385,2057,287,589,1994,4526,11989,https://images.gr-assets.com/books/1340738756m/12677913.jpg,https://images.gr-assets.com/books/1340738756s/12677913.jpg
7160,13605727,13605727,19200600,14,1937053415,9781937053410.0,Jennifer L. Armentrout,2012.0,Elixir,"Elixir (Covenant, #3.5)",,4.41,21974,23481,1561,137,433,2606,6822,13483,https://images.gr-assets.com/books/1336124504m/13605727.jpg,https://images.gr-assets.com/books/1336124504s/13605727.jpg
7164,8356487,8356487,13210545,27,316127191,9780316127200.0,Gail Carriger,2011.0,Heartless,"Heartless (Parasol Protectorate, #4)",eng,4.07,22670,24880,2100,103,614,5028,10928,8207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7170,76661,76661,891282,17,345322231,9780345322230.0,Piers Anthony,1987.0,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,15569,15986,197,158,851,4028,5591,5358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7171,3334563,3334563,6874450,20,1905294964,9781905294960.0,Cornelia Funke,1990.0,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",eng,4.17,14014,15215,452,279,631,2516,4572,7217,https://images.gr-assets.com/books/1346484626m/3334563.jpg,https://images.gr-assets.com/books/1346484626s/3334563.jpg
7195,47878,47878,46861,21,043984665X,9780439846650.0,Jenny Nimmo,2007.0,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",en-US,3.93,16397,16803,264,271,970,4251,5490,5821,https://images.gr-assets.com/books/1290344896m/47878.jpg,https://images.gr-assets.com/books/1290344896s/47878.jpg
7206,24611454,24611454,43635283,41,425280101,9780425280100.0,Nora Roberts,2015.0,Stars of Fortune,"Stars of Fortune (The Guardians Trilogy, #1)",eng,4.0,12822,18887,1597,627,922,3575,6460,7303,https://images.gr-assets.com/books/1458079016m/24611454.jpg,https://images.gr-assets.com/books/1458079016s/24611454.jpg
7214,31333,31333,2925978,36,8466302204,9788466302200.0,Anne Rice,1997.0,Violin,Violin,eng,3.26,14911,16147,499,1447,2676,5236,3776,3012,https://images.gr-assets.com/books/1479198883m/31333.jpg,https://images.gr-assets.com/books/1479198883s/31333.jpg
7217,13618,13618,6791,35,1421501708,9781421501700.0,"Tsugumi Ohba, Takeshi Obata",2004.0,デスノート #3 (Desu Nōto) Gekisō (激走),"Death Note, Vol. 3: Hard Run (Death Note, #3)",eng,4.42,18012,19155,619,61,273,1970,6141,10710,https://images.gr-assets.com/books/1419952370m/13618.jpg,https://images.gr-assets.com/books/1419952370s/13618.jpg
7222,15513156,15513156,21169646,19,1250003334,9781250003330.0,Anna Banks,2013.0,,"Of Triton (The Syrena Legacy, #2)",eng,4.0,19216,20368,1834,239,1075,4336,7430,7288,https://images.gr-assets.com/books/1355733528m/15513156.jpg,https://images.gr-assets.com/books/1355733528s/15513156.jpg
7230,6611038,6611038,6805023,19,1439147973,9781439147980.0,Jennifer Estep,2010.0,Spider's Bite,"Spider's Bite (Elemental Assassin, #1)",eng,3.87,24192,26324,1836,695,1709,5993,9799,8128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7248,7778609,7778609,10693559,23,61714313,9780061714310.0,Richard Kadrey,2010.0,,"Kill the Dead (Sandman Slim, #2)",en-US,4.06,13583,15924,816,66,404,3041,7382,5031,https://images.gr-assets.com/books/1275103078m/7778609.jpg,https://images.gr-assets.com/books/1275103078s/7778609.jpg
7250,12383252,12383252,17363999,19,425247546,9780425247550.0,Laurell K. Hamilton,2012.0,Kiss the Dead,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",eng,3.79,18225,20568,1620,800,1926,5104,5693,7045,https://images.gr-assets.com/books/1328767132m/12383252.jpg,https://images.gr-assets.com/books/1328767132s/12383252.jpg
7260,43798,43798,2926011,25,345376048,9780345376050.0,Anne Rice,1979.0,The Feast of All Saints,The Feast of All Saints,en-US,3.83,15221,16011,364,356,1231,4227,5160,5037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7265,15722284,15722284,21396257,30,,,Dean Koontz,2015.0,Saint Odd,"Saint Odd (Odd Thomas, #7)",eng,4.12,11714,14279,1704,188,566,2499,5098,5928,https://images.gr-assets.com/books/1403303609m/15722284.jpg,https://images.gr-assets.com/books/1403303609s/15722284.jpg
7271,144800,144800,938197,57,1841959111,9781841959120.0,Steven Hall,2007.0,The Raw Shark Texts,The Raw Shark Texts,en-US,3.87,11010,13806,1611,425,1051,2931,4874,4525,https://images.gr-assets.com/books/1405099268m/144800.jpg,https://images.gr-assets.com/books/1405099268s/144800.jpg
7272,27904311,27904311,46919813,46,1423160924,9781423160920.0,Rick Riordan,2016.0,The Hammer of Thor,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",eng,4.37,22736,26621,3390,171,452,2852,9141,14005,https://images.gr-assets.com/books/1463950690m/27904311.jpg,https://images.gr-assets.com/books/1463950690s/27904311.jpg
7280,12444297,12444297,40105040,3,385344414,9780385344420.0,Karen Marie Moning,2015.0,Burned,"Burned (Fever, #7)",eng,4.12,17562,21149,2806,320,970,3597,7208,9054,https://images.gr-assets.com/books/1407503200m/12444297.jpg,https://images.gr-assets.com/books/1407503200s/12444297.jpg
7282,104086,104086,3238632,52,451458222,9780451458220.0,Guy Gavriel Kay,1984.0,The Summer Tree,The Summer Tree (The Fionavar Tapestry #1),en-US,3.99,16187,17645,1003,417,975,3435,6283,6535,https://images.gr-assets.com/books/1412531529m/104086.jpg,https://images.gr-assets.com/books/1412531529s/104086.jpg
7286,18107951,18107951,25429815,26,425263150,9780425263150.0,Charlaine Harris,2014.0,Midnight Crossroad,"Midnight Crossroad (Midnight, Texas, #1)",eng,3.63,15029,19360,2985,586,1659,6152,6927,4036,https://images.gr-assets.com/books/1384456102m/18107951.jpg,https://images.gr-assets.com/books/1384456102s/18107951.jpg
7288,12614410,12614410,17632083,23,373210574,9780373210570.0,Julie Kagawa,2012.0,The Lost Prince,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",eng,4.05,21049,22483,2319,340,972,4564,8031,8576,https://images.gr-assets.com/books/1335463790m/12614410.jpg,https://images.gr-assets.com/books/1335463790s/12614410.jpg
7308,207684,207684,2114772,39,60837640,9780060837650.0,Meg Cabot,2007.0,Jinx,Jinx,en-US,3.72,21745,23372,1332,435,2065,7164,7724,5984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7312,25293695,25293695,45020928,22,045147516X,9780451475170.0,J.R. Ward,2016.0,The Beast,"The Beast (Black Dagger Brotherhood, #14)",eng,4.45,13243,17886,2362,117,326,1653,5003,10787,https://images.gr-assets.com/books/1437025828m/25293695.jpg,https://images.gr-assets.com/books/1437025828s/25293695.jpg
7314,229149,229149,6740112,14,1892213753,9781892213750.0,"CLAMP, Anita Sengupta",1998.0,カードキャプターさくら 7 [Cardcaptor Sakura 7],"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",eng,4.34,12151,12363,55,216,374,1690,2855,7228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7315,10897866,10897866,15813784,10,1460995457,9781460995460.0,G.P. Ching,2011.0,The Soulkeepers (The Soulkeepers #1),"The Soulkeepers (The Soulkeepers, #1)",en-US,3.71,7328,13510,993,655,1228,3454,4253,3920,https://images.gr-assets.com/books/1308260933m/10897866.jpg,https://images.gr-assets.com/books/1308260933s/10897866.jpg
7319,12288282,12288282,17264774,17,,9781101585190.0,Ilona Andrews,2012.0,Gunmetal Magic,"Gunmetal Magic (Kate Daniels, #5.5)",eng,4.28,21396,24386,1590,102,369,3227,9691,10997,https://images.gr-assets.com/books/1331230049m/12288282.jpg,https://images.gr-assets.com/books/1331230049s/12288282.jpg
7324,8269450,8269450,13117562,13,385670516,9780385670520.0,Kelley Armstrong,2009.0,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)",eng,4.47,14473,14657,224,142,306,1455,3355,9399,https://images.gr-assets.com/books/1411868332m/8269450.jpg,https://images.gr-assets.com/books/1411868332s/8269450.jpg
7328,7685763,7685763,10338572,35,399156879,9780399156880.0,J.D. Robb,2010.0,Indulgence in Death,"Indulgence in Death (In Death, #31)",eng,4.32,16464,18990,834,76,256,2549,6746,9363,https://images.gr-assets.com/books/1292915498m/7685763.jpg,https://images.gr-assets.com/books/1292915498s/7685763.jpg
7342,7827221,7827221,10880922,17,61779849,9780061779850.0,Kimberly Derting,2011.0,Desires of the Dead,"Desires of the Dead (The Body Finder, #2)",en-US,4.07,20654,21374,1588,261,915,4272,7528,8398,https://images.gr-assets.com/books/1288223505m/7827221.jpg,https://images.gr-assets.com/books/1288223505s/7827221.jpg
7346,112751,112751,990233,35,440240972,9780440240980.0,Karen Marie Moning,2005.0,Spell of the Highlander ,"Spell of the Highlander (Highlander, #7)",eng,4.27,21143,22662,850,120,513,3331,7885,10813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7349,62012,62012,1105543,62,380000830,9780380000840.0,Roger Zelazny,1972.0,The Guns of Avalon,The Guns of Avalon (The Chronicles of Amber #2),eng,4.16,15131,16220,384,70,492,2913,6111,6634,https://images.gr-assets.com/books/1368213721m/62012.jpg,https://images.gr-assets.com/books/1368213721s/62012.jpg
7358,8619814,8619814,13490451,74,375868704,9780375868700.0,John  Stephens,2011.0,The Emerald Atlas,"The Emerald Atlas (The Books of Beginning, #1)",eng,3.92,15057,16955,2061,352,1008,3773,6366,5456,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7361,1819632,1819632,1819204,13,1598163221,9781598163220.0,Yuna Kagesaki,2003.0,Karin,"Chibi Vampire, Vol. 01",eng,3.99,13110,13200,177,486,1021,2635,3056,6002,https://images.gr-assets.com/books/1404303540m/1819632.jpg,https://images.gr-assets.com/books/1404303540s/1819632.jpg
7374,4893390,4893390,4958838,41,7302142,9780007302150.0,Derek Landy,2008.0,The Faceless Ones,"The Faceless Ones (Skulduggery Pleasant, #3)",eng,4.4,14971,16785,712,53,230,1881,5366,9255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7377,22417,22417,932279,13,1563894815,9781563894820.0,"Warren Ellis, Darick Robertson",1999.0,"Transmetropolitan, Vol. 2: Lust for Life","Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",eng,4.35,13527,14546,291,185,349,1637,4391,7984,https://images.gr-assets.com/books/1427758922m/22417.jpg,https://images.gr-assets.com/books/1427758922s/22417.jpg
7378,101869,101869,322252,28,441013651,9780441013650.0,Charles Stross,2004.0,The Atrocity Archives,"The Atrocity Archives (Laundry Files, #1)",en-US,3.95,12600,15790,1292,235,725,3415,6599,4816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7393,30334,30334,2219294,14,044023803X,9780440238030.0,Amelia Atwater-Rhodes,2003.0,Hawksong,"Hawksong (The Kiesha'ra, #1)",eng,4.15,18231,18807,785,258,800,3400,5673,8676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7420,284698,284698,276206,16,159182236X,9781591822360.0,"Mia Ikumi, Reiko Yoshida",2003.0,東京ミュウミュウ (Tokyo Mew Mew) 1,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",en-US,3.95,12970,13450,175,552,1189,2763,2757,6189,https://images.gr-assets.com/books/1371146694m/284698.jpg,https://images.gr-assets.com/books/1371146694s/284698.jpg
7422,1967070,1967070,21987573,24,006082543X,9780060825430.0,"Neil Gaiman, P. Craig Russell",2008.0,Coraline,Coraline (Illustrated/Graphic Novel Edition),eng,3.96,14909,16240,1402,245,825,3782,5867,5521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7435,15813668,15813668,21539864,14,1250014409,9781250014400.0,Darynda Jones,2013.0,Fifth Grave Past the Light,"Fifth Grave Past the Light (Charley Davidson, #5)",eng,4.49,21286,24287,2410,63,230,1923,7666,14405,https://images.gr-assets.com/books/1355718001m/15813668.jpg,https://images.gr-assets.com/books/1355718001s/15813668.jpg
7443,31538614,31538614,52218734,18,1781106290,9781781106300.0,"J.K. Rowling, MinaLima",2016.0,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists","Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",eng,4.2,10032,15880,1246,62,376,2872,5600,6970,https://images.gr-assets.com/books/1471436601m/31538614.jpg,https://images.gr-assets.com/books/1471436601s/31538614.jpg
7447,9995135,9995135,14889975,25,373776578,9780373776570.0,Gena Showalter,2012.0,The Darkest Seduction,The Darkest Seduction (Lords of the Underworld #9),eng,4.35,20057,21331,1177,127,515,2676,6464,11549,https://images.gr-assets.com/books/1316891535m/9995135.jpg,https://images.gr-assets.com/books/1316891535s/9995135.jpg
7460,8349348,30123399,13202110,24,557489563,9780557489560.0,Amanda Hocking,2010.0,Flutter,"Flutter (My Blood Approves, #3)",eng,3.97,14828,17935,576,255,1045,4079,6089,6467,https://images.gr-assets.com/books/1282496658m/8349348.jpg,https://images.gr-assets.com/books/1282496658s/8349348.jpg
7470,4961959,4961959,6793325,3,345506391,9780345506400.0,"Jim Butcher, Mark Powers, Ardian Syaf",2009.0,Jim Butcher's the Dresden Files: Storm Front,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",eng,4.36,11953,11977,201,57,204,1451,3908,6357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7475,6681333,6681333,6876567,20,525422439,9780525422430.0,Heather Brewer,2010.0,The Chronicles of Vladimir Tod: Eleventh Grade Burns,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",,4.31,14758,15366,609,156,432,2188,4287,8303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7512,238137,238137,2881814,56,749934417,9780749934420.0,J.D. Robb,2002.0,Purity in Death,"Purity in Death (In Death, #15)",eng,4.33,16947,19962,568,30,198,2677,7394,9663,https://images.gr-assets.com/books/1305124004m/238137.jpg,https://images.gr-assets.com/books/1305124004s/238137.jpg
7519,96980,96980,891324,24,345418522,9780345418520.0,Piers Anthony,1981.0,"Centaur Aisle (Xanth, #4)","Centaur Aisle (Xanth, #4)",,3.77,15431,16530,164,109,950,5612,5774,4085,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7523,31538647,31538647,52218770,18,,,J.K. Rowling,2016.0,Hogwarts: An Incomplete and Unreliable Guide,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",eng,4.21,14977,15844,1339,63,346,2806,5543,7086,https://images.gr-assets.com/books/1502156557m/31538647.jpg,https://images.gr-assets.com/books/1502156557s/31538647.jpg
7533,94813,94813,91402,26,843949945,9780843949940.0,Christine Feehan,2002.0,Dark Guardian,"Dark Guardian (Dark, #9)",en-US,4.33,17197,18231,348,133,461,2430,5402,9805,https://images.gr-assets.com/books/1327896501m/94813.jpg,https://images.gr-assets.com/books/1327896501s/94813.jpg
7536,313263,313263,464925,30,505524473,9780505524480.0,Christine Feehan,2001.0,Dark Fire,"Dark Fire (Dark, #6)",eng,4.3,17704,18944,389,120,507,2802,5750,9765,https://images.gr-assets.com/books/1269221471m/313263.jpg,https://images.gr-assets.com/books/1269221471s/313263.jpg
7553,9917998,9917998,14360639,19,1442402350,9781442402360.0,Jonathan Maberry,2011.0,Dust & Decay,"Dust & Decay (Rot & Ruin, #2)",eng,4.29,13646,14559,1362,159,345,1846,4991,7218,https://images.gr-assets.com/books/1293823083m/9917998.jpg,https://images.gr-assets.com/books/1293823083s/9917998.jpg
7555,18806240,18806240,26737294,16,,,Laura Ruby,2015.0,Bone Gap,Bone Gap,eng,3.86,15150,16756,3451,315,1133,3937,6550,4821,https://images.gr-assets.com/books/1402928507m/18806240.jpg,https://images.gr-assets.com/books/1402928507s/18806240.jpg
7568,129510,129510,2585973,43,345496876,9780345496870.0,Naomi Novik,2007.0,Empire of Ivory,"Empire of Ivory (Temeraire, #4)",,3.93,15449,17512,880,69,636,4407,7763,4637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7573,8706185,8706185,6449955,38,076532153X,9780765321530.0,Jo Walton,2011.0,Among Others,Among Others,eng,3.68,14761,17776,3547,622,1718,4662,6460,4314,https://images.gr-assets.com/books/1317792367m/8706185.jpg,https://images.gr-assets.com/books/1317792367s/8706185.jpg
7574,238127,238127,1269361,50,749934395,9780749934390.0,J.D. Robb,2001.0,Seduction in Death,"Seduction in Death (In Death, #13)",eng,4.3,17565,20374,563,41,243,2812,7645,9633,https://images.gr-assets.com/books/1305123885m/238127.jpg,https://images.gr-assets.com/books/1305123885s/238127.jpg
7576,490403,490403,1329431,21,312947054,9780312947060.0,Sherrilyn Kenyon,2007.0,Upon the Midnight Clear,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",eng,4.0,21567,22861,653,315,1422,5219,6938,8967,https://images.gr-assets.com/books/1437691219m/490403.jpg,https://images.gr-assets.com/books/1437691219s/490403.jpg
7583,7200351,7200351,6965033,22,312546564,9780312546560.0,Sherrilyn Kenyon,2010.0,No Mercy,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",en-US,4.28,19453,21357,917,76,530,3139,7209,10403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7584,23363928,26892110,42797715,14,553418602,9780553418610.0,Scott  Hawkins,2015.0,The Library at Mount Char,The Library at Mount Char,eng,4.07,7814,15908,3321,360,653,2539,6250,6106,https://images.gr-assets.com/books/1416181258m/23363928.jpg,https://images.gr-assets.com/books/1416181258s/23363928.jpg
7585,551536,551536,538777,17,439845823,9780439845820.0,Chris d'Lacey,2005.0,Fire Star,"Fire Star (The Last Dragon Chronicles, #3)",eng,3.91,13595,14228,442,388,1018,3320,4206,5296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7591,20706269,23341578,27869457,31,316216828,9780316216820.0,Lauren Beukes,2014.0,Broken Monsters,Broken Monsters,eng,3.59,7086,13695,2112,444,1323,4128,5355,2445,https://images.gr-assets.com/books/1394562848m/20706269.jpg,https://images.gr-assets.com/books/1394562848s/20706269.jpg
7595,8835897,8835897,13478796,16,1595143920,9781595143920.0,"Lili St. Crow, Lilith Saintcrow",2011.0,Defiance,"Defiance (Strange Angels, #4)",,4.19,18321,18781,637,258,720,3156,5731,8916,https://images.gr-assets.com/books/1282840844m/8835897.jpg,https://images.gr-assets.com/books/1282840844s/8835897.jpg
7596,11919,11919,827362,26,553587080,9780553587080.0,Kelley Armstrong,2005.0,Haunted,"Haunted (Women of the Otherworld, #5)",eng,4.08,19974,21751,781,124,696,4591,8259,8081,https://images.gr-assets.com/books/1432874286m/11919.jpg,https://images.gr-assets.com/books/1432874286s/11919.jpg
7600,6098691,6098691,6502183,22,345495969,9780345495970.0,Laurell K. Hamilton,2009.0,Divine Misdemeanors ,"Divine Misdemeanors (Merry Gentry, #8)",eng,4.04,19184,21387,683,396,1259,4386,6456,8890,https://images.gr-assets.com/books/1327878336m/6098691.jpg,https://images.gr-assets.com/books/1327878336s/6098691.jpg
7617,10324808,10324808,15227248,22,1250000238,9781250000230.0,"P.C. Cast, Kristin Cast",2011.0,Dragon's Oath,"Dragon's Oath (House of Night Novellas, #1)",en-US,4.06,16558,17807,881,296,935,3849,5099,7628,https://images.gr-assets.com/books/1359740283m/10324808.jpg,https://images.gr-assets.com/books/1359740283s/10324808.jpg
7618,7823038,7823038,10865876,22,451463803,9780451463810.0,Kalayna Price,2010.0,Grave Witch,"Grave Witch (Alex Craft, #1)",en-US,3.96,22112,23725,1619,368,999,5174,9816,7368,https://images.gr-assets.com/books/1327440625m/7823038.jpg,https://images.gr-assets.com/books/1327440625s/7823038.jpg
7633,102857,102857,3093644,48,425215687,9780425215680.0,"J.D. Robb, Susan Ericksen",2006.0,"Born in Death (In Death, #23)","Born in Death (In Death, #23)",en-US,4.33,17912,19972,634,61,271,2688,6938,10014,https://images.gr-assets.com/books/1298297096m/102857.jpg,https://images.gr-assets.com/books/1298297096s/102857.jpg
